ID	DOCULECT	CONCEPT	TRANSCRIPTION
38758	RawngtuWeilong-A	three	ɬɑŋ pɑ tʰum
38759	RawngtuKyawnNam-A	three	ɬɑŋ pɑ tʰum
38760	RawngtuBoishi-A	three	ɬɑŋ pɑ tʰum
38761	RawngtuRamtim-A	three	ɬɑŋ pɑ tʰum
38762	MatuNgala-A	three	ɬɑŋ  pɑ  tʰum
38763	MatuLangleTamtlaih-A	three	ɬɑŋ  tʰum  tɑʔ
38764	MatuPhaneng-A	three	ɬɑŋ pɑ tʰum
38765	MatuNgaleng-A	three	ɬɑŋ  tʰum  tɑ
38766	MatuVuitu-A	three	ɬɑŋ  pɑ  tʰum
38767	MatuNgatu-A	three	tʰlɑŋ  pɑ  tʰum
38768	MatuValang-A	three	tʰlɑŋ  pɑ  tʰum
38769	RungtuNorthThanpaya-A	three	kʰɑŋ  pɑ  tʰum
38770	RungtuCentralHtanpinkung-A	three	kʰɑŋ  pɑ tʰum
38771	RungtuSouthMihae-A	three	kʰɑːŋ pɑ  tʰum
38772	MroKhimiAreong10KyaGaungvillageMrokhami-A	three	lɔ̃.tʰũ.nɔ
38773	AreongKuwa-A	three	lɔ.tʰuŋ.doʔ
38774	AreongKhuHlaing-A	three	lɔ.tʰuŋ
38775	xenaAgYa-A	three	lɔ.tʰuŋ
38776	XangtauNgaYoukKaing-A	three	lɔ.tʰuŋ
38777	WakungAwaPyin-A	three	lɔ.tʰuŋ.doʔ
38778	WakungMarlar-A	three	lɔ.tʰuŋ.doʔ
38779	WakungMyaTay-A	three	lɔŋ.tʰuŋ.doʔ
38780	WakungKwaeChaung-A	three	lɔ.tʰuŋ.doʔ
38781	WakungLwinpuTaung-A	three	lɔ.tʰuŋ.doʔ
38782	MrusaDakKthiHl-A	three	sʰum.jɑʔ
38783	KhenlakLuivang-A	three	mi  tʰum to   / tʰum  to
38784	AsangLamoitong-A	three	loŋ.tʰum.rɛ
38785	RengcaDaiHnan-A	three	kʰu.mi  tʰun  tu
38786	Zotung-A	three	lu.tʰuŋ
38787	HakhaHakhaTown-A	three	pə.tʰuŋ
38788	Mara-A	three	tʰou
38789	Zophei-A	three	pə.tʰuŋ
38790	ThaiphumRengKheng-A	three	[tɑ] mi  kɑ  tʰum
1063	TaungthaWethet-T-1	thunder	kʰu.uɱ.te
1064	TaungthaThanpuya-T-2	thunder	kʰə.uɱ.te
1065	TaungthaKyarOoYin-T-3	thunder	kʰu.uɱ.te
1066	TaungthaYeShin-T-4	thunder	kʰə.ʔuŋ.te
1067	MaraNgaphaipi-T-6	thunder	tou.kə.lou
1068	MaraLailenpi-T-5	thunder	kɑu.kə.lɔŋ
1069	ThaiphumRengkheng-T-7	thunder	ke.tɑʔ/kʰo.pə.riʔ
1070	BawmBahungTaung-T-8	thunder	kʰuɑ.ʔɑ.ri
1071	AshoKokanTan-A-1	thunder	hwɑŋ.mei
1072	AshoPadekyawt-A-2	thunder	hən.pu.e
1073	AshoPadar-A-3	thunder	hən.pɯ.ʔe
1074	AshoSalu-A-4	thunder	ʔɑ.huŋ.meŋ
1075	AshoTarye-A-5	thunder	ʔɑ.hə.pɯ
1076	AshoKankawTaung-A-6	thunder	ʔɑ.hɔn.pɯ
1077	AshoJatetaw-A-7	thunder	ʔɑ.hɔn.pɯ
1078	AshoShinsawPyin-A-8	thunder	ʔɑ.hɔn.pɯ
1079	AshoKhamaungShaeTaing-A-9	thunder	hɔn.pɯ
1080	AshoSaryeKwin-A-10	thunder	hɔn.pɯ
1081	AshoLinde-A-11	thunder	ʔuŋ.huŋ
1082	AshoTayPhyu-A-13	thunder	ʔɑ.huŋ.pɯ
1083	TaungthaMie-U-1	thunder	kʰ.ɔŋ.te
1084	UppuBuddhagarma-U-2	thunder	tʃe.ʔ.tʃo
1085	UppuKhaingzi-U-3	thunder	tʃɑi.tʃo/m̥uŋ
1086	UppuChinLetmon-U-4	thunder	m̥uŋ.ʔ.kə
1087	UppuKyinDwe-U-5	thunder	mə.huŋ.kə/tʃɑi.tʃo
1088	UppuYan-U-6	thunder	huŋ.ko
1089	UppuNatkyi-U-7	thunder	hu.tʃɑi.ʃə
1090	MayinnOwnwa-U-9	thunder	hu.huŋ.zɑu
1091	LonpawKhoimalaung-U-9	thunder	zɑ
1092	MinkyaChi-U-10	thunder	ʔ.hu.meŋ
1093	DoituHetsawlay-U-11	thunder	hu.meŋ
1094	LaituKhuasung-U-12	thunder	hum
1095	LaituZaingchaung-U-13	thunder	hu.mɛŋ
1096	LaituKruChaung-U-14	thunder	huŋ.mɛŋ
1097	EkaiDaletYwaHaung-D-1	thunder	hɯn
1098	KhulaiAyeChaungKwanwa-D-5	thunder	hɯn
1099	DaituNyaungChaungYwa-D-4	thunder	huŋ.pɑŋ,ni
1100	KhamawLakeKone-D-2	thunder	huŋ.mɑi.hɯ
1101	SaingbongAyoTaung-D-3	thunder	huŋ
1102	SaingbongAnnChaungYonChaung-A	thunder	huŋ.me.ŋe
1103	UppuKhaici-A	thunder	ᵐm̥uːm kə/ ᵐm̥um.kə.mɑi
1104	LaisawThuHtayKung-A	thunder	xɛ
1105	LaisawMraukUTown-A	thunder	m̥u.mɛŋ
1106	HyowKongtuBoroKukyachariinRajasthali-A	thunder	kʰri
1107	HyowLaituGhungurumukParainBandarban-A	thunder	kʰri
1108	SonglaiHettui8KarchaungHettui-A	thunder	huːm
1109	SonglaiMaungUmSong1MaungUmSong-A	thunder	kʰu.hum
1110	SonglaiLai2PyinLoneKyiLai-A	thunder	kʰo.hum
1111	SonglaiDoitu9MaungYwaDoitu-A	thunder	hum mɛŋ
1112	LaituKongtuHteinpin-A	thunder	kʰo hum ʔɑ mɛŋ
1113	LaituSangkai-A	thunder	kʰɔ.huːm
1114	LaituKaikyi-A	thunder	huᵐmɛŋ
1115	Laitu-A	thunder	hɨn
1116	LaituAhongdong-A	thunder	hum (mɛ)
1117	LaituNyuanNetKhwahsung-A	thunder	hum
1118	LaituPharpyaw-A	thunder	hum (mɛŋ-particle)
1119	LaituPheithapyin-A	thunder	hum
1120	SumtuDookkan-A	thunder	(ʔɑ) ᵐhum
1121	NggaKantthayung-A	thunder	kʰɔ ŋ.m̥ɨm
1122	NggaHlaLawngPang-A	thunder	kʰɔ ŋ.m̥um
1123	KaangKruk-A	thunder	kʰɔ.m̥ɨm
1124	ChangpyangChangPyang-A	thunder	kʰɔ.hum
1125	DaaiTuisip-A	thunder	kʰɔ ŋ.hum
1126	DaaiAmsoi-A	thunder	kʰɔ hum
1127	DaaiKalim-A	thunder	kʰɔ hum
1128	DaaiKaangKhinphong-A	thunder	kʰɔ hɨm kɨ
1129	DaaiLowerKheng-A	thunder	kʰɔ ŋ.m̥ɨm
1130	DaaiMartu-A	thunder	kʰɔ ŋ.hɨ̃m
1131	DaaiRung-A	thunder	kʰɔ ŋ.hɨ̃n
1132	DaaiLingtuiLungtui-A	thunder	kʰɔ ʔɑ ŋ.hɨ̃n
1133	DaaiAwisi-A	thunder	kʰo ŋ.hɨ̃m
1134	DaaiNgxang5HungNghang-A	thunder	kʰɔ m.hum k.ti
1135	DaaiNgxang6KhengsanuNghang-A	thunder	kʰɔ m̥ɨm(p) ti
1136	DaaiNgxang7HmungtunuNghang-A	thunder	kʰɔ m.pʰuːm
1137	DaaiYet3BuchaungwaYet-A	thunder	kʰɔ m.pʰu
1138	DaaiYetHettui4MawsungkyiYet-A	thunder	kʰɔ m̥ɨm(p) ti
1139	DaarYinduLontung-A	thunder	kʰɔ ŋ.m̥ɨp(m) k.ti
1140	DaarYinduMsatui-A	thunder	kʰɔ ŋ.m̥ɨp(m) k.ti
1141	DaaiTuili-A	thunder	kʰɔ ŋ.m̥ɨp(m) k.ti
1142	DaaiMkuiimnu-A	thunder	kʰɔ ŋ.m̥ɨp(m) k.ti
1143	DaaiBantoi-A	thunder	kʰɔ ŋ.m̥ɨp(m) k.ti
1144	DaaiDuk-A	thunder	kʰɔ ŋ.m̥ɨp(m) k.ti
1145	DaaiNghngiloor-A	thunder	kʰɔ ŋ.m̥ɨːm
1146	RawngtuWeilong-A	thunder	kʰo.ʔəl/kʰo.m̥ɨm
1147	RawngtuKyawnNam-A	thunder	kʰo.ʔəl
1148	RawngtuBoishi-A	thunder	kʰo.hum
1149	RawngtuRamtim-A	thunder	kʰo.hum
1150	MatuPhaneng-A	thunder	kʰo.hum
1151	MroKhimiAreong10KyaGaungvillageMrokhami-A	thunder	kʰɔ ʔɑ ŋ.hɨ̃n
1152	AreongKuwa-A	thunder	kʰue.mɑ.rɛ.diʔ
1153	AreongKhuHlaing-A	thunder	kʰu.mə.ri.diʔ
1154	xenaAgYa-A	thunder	kʰu.mə.ri.diʔ
1155	XangtauNgaYoukKaing-A	thunder	kʰu.mə.ri.diʔ
1156	WakungAwaPyin-A	thunder	kʰu.mə.rɑ.dɛ
1157	WakungMarlar-A	thunder	kʰu.mə.rɑ.dɛ
1158	WakungMyaTay-A	thunder	kʰue.mɑ.rɛ.dɛ
1159	WakungKwaeChaung-A	thunder	kʰue.mɑ.rɛ.dɛ
1160	WakungLwinpuTaung-A	thunder	kʰue.mɑ.rɛ.dɛ
1161	MrusaDakKthiHl-A	thunder	mou.mə.niŋ.hie
1162	AsangLamoitong-A	thunder	kʰo.pə.ji
1163	Zotung-A	thunder	kʰu. lɔŋ
1164	HakhaHakhaTown-A	thunder	kʰuɑ.ʔɑ.ri
1165	Mara-A	thunder	to.kə.lo
1166	Zophei-A	thunder	kʰuɑ.bə.luŋ
9243	TaungthaWethet-T-1	tiger	ui.rɑŋ
9244	TaungthaThanpuya-T-2	tiger	sʰə.rɛʔ
9245	TaungthaKyarOoYin-T-3	tiger	ui.rɑŋ
9246	TaungthaYeShin-T-4	tiger	ʃɑ.rɑt
9247	MaraNgaphaipi-T-6	tiger	tʃə.ke
9248	MaraLailenpi-T-5	tiger	ʔɑ.r̥e/tʃə.ke
9249	ThaiphumRengkheng-T-7	tiger	tə.kɑi
9250	BawmBahungTaung-T-8	tiger	sʰə.ke
9251	AshoKokanTan-A-1	tiger	tʃe
9252	AshoPadekyawt-A-2	tiger	tʃe
9253	AshoPadar-A-3	tiger	tʃe
9254	AshoSalu-A-4	tiger	ʔɑ.ke
9255	AshoTarye-A-5	tiger	ʔɑ.tʃe
9256	AshoKankawTaung-A-6	tiger	ʔɑ.tʃe
9257	AshoJatetaw-A-7	tiger	ʔɑ.tʃe
9258	AshoShinsawPyin-A-8	tiger	tʃe
9259	AshoKhamaungShaeTaing-A-9	tiger	tʃe
9260	AshoSaryeKwin-A-10	tiger	ʔɑ.tʃe
9261	AshoLinde-A-11	tiger	ʔɑ.ke
9262	AshoTayPhyu-A-13	tiger	tʃe
9263	TaungthaMie-U-1	tiger	s.rɛ
9264	UppuBuddhagarma-U-2	tiger	tʃi
9265	UppuKhaingzi-U-3	tiger	tʃi
9266	UppuChinLetmon-U-4	tiger	tʃe
9267	UppuKyinDwe-U-5	tiger	tʃe
9268	UppuYan-U-6	tiger	tʃe
9269	UppuNatkyi-U-7	tiger	tʃe
9270	MayinnOwnwa-U-9	tiger	ʔ.tʃe
9271	LonpawKhoimalaung-U-9	tiger	ʔ.tʃe
9272	MinkyaChi-U-10	tiger	ʔ.tʃe
9273	DoituHetsawlay-U-11	tiger	ki
9274	LaituKhuasung-U-12	tiger	ke
9275	LaituZaingchaung-U-13	tiger	ki
9276	LaituKruChaung-U-14	tiger	ki
9277	EkaiDaletYwaHaung-D-1	tiger	ke
9278	KhulaiAyeChaungKwanwa-D-5	tiger	ke
9279	DaituNyaungChaungYwa-D-4	tiger	ke
9280	KhamawLakeKone-D-2	tiger	kje
9281	SaingbongAyoTaung-D-3	tiger	kje
9282	SaingbongAnnChaungYonChaung-A	tiger	kje
9283	UppuKhaici-A	tiger	tʃei
9284	LaisawThuHtayKung-A	tiger	kei
9285	LaisawMraukUTown-A	tiger	kei
9286	HyowKongtuBoroKukyachariinRajasthali-A	tiger	pil
9287	HyowLaituGhungurumukParainBandarban-A	tiger	pilːia̯ŋa
9288	SonglaiHettui8KarchaungHettui-A	tiger	ke
9289	SonglaiMaungUmSong1MaungUmSong-A	tiger	ke
9290	SonglaiLai2PyinLoneKyiLai-A	tiger	ke
9291	SonglaiDoitu9MaungYwaDoitu-A	tiger	ke
9292	LaituKongtuHteinpin-A	tiger	ke
9293	LaituSangkai-A	tiger	ke
9294	LaituKaikyi-A	tiger	ki
9295	Laitu-A	tiger	ke
9296	LaituAhongdong-A	tiger	ki
9297	LaituNyuanNetKhwahsung-A	tiger	ki
9298	LaituPharpyaw-A	tiger	ki
9299	LaituPheithapyin-A	tiger	ki
9300	SumtuDookkan-A	tiger	ke
9301	NggaKantthayung-A	tiger	koŋ
9302	NggaHlaLawngPang-A	tiger	koŋ
9303	KaangKruk-A	tiger	sʰɑ (generic)/mɨ ʔɔ/prɔŋ ʔɔm (aggressive)
9304	ChangpyangChangPyang-A	tiger	kɑi (generic)/tim.sɑ (euphemism)
9305	DaaiTuisip-A	tiger	kɑi
9306	DaaiAmsoi-A	tiger	kɑi
9307	DaaiKalim-A	tiger	kɑi
9308	DaaiKaangKhinphong-A	tiger	sʰɑ.tɛ
9309	DaaiLowerKheng-A	tiger	mu.tɛ
9310	DaaiMartu-A	tiger	ke
9311	DaaiRung-A	tiger	ke
9312	DaaiLingtuiLungtui-A	tiger	ke
9313	DaaiAwisi-A	tiger	ke
9314	DaaiNgxang5HungNghang-A	tiger	ke
9315	DaaiNgxang6KhengsanuNghang-A	tiger	ke
9316	DaaiNgxang7HmungtunuNghang-A	tiger	ke
9317	DaaiYet3BuchaungwaYet-A	tiger	ke
9318	DaaiYetHettui4MawsungkyiYet-A	tiger	ke
9319	DaarYinduLontung-A	tiger	sʰɑ k.e
9320	DaarYinduMsatui-A	tiger	sʰɑ k.e
9321	DaaiTuili-A	tiger	kɔŋ
9322	DaaiMkuiimnu-A	tiger	ᵐpəuʔ
9323	DaaiBantoi-A	tiger	ke
9324	DaaiDuk-A	tiger	kɔŋ
9325	DaaiNghngiloor-A	tiger	ᵐpˠəuʔ
9326	RawngtuWeilong-A	tiger	ju.ʃɑ/ʃɑ
9327	RawngtuKyawnNam-A	tiger	ʃɑ
9328	RawngtuBoishi-A	tiger	sʰɑ
9329	RawngtuRamtim-A	tiger	kɑi
9330	MatuPhaneng-A	tiger	tɑ.kɑi
9331	MroKhimiAreong10KyaGaungvillageMrokhami-A	tiger	ke
9332	AreongKuwa-A	tiger	tə.kɛʔ
9333	AreongKhuHlaing-A	tiger	tə.kɛʔ
9334	xenaAgYa-A	tiger	sɑ.kɛ
9335	XangtauNgaYoukKaing-A	tiger	tə.kɛʔ
9336	WakungAwaPyin-A	tiger	tə.kɛʔ
9337	WakungMarlar-A	tiger	tə.kɑi
9338	WakungMyaTay-A	tiger	tə.kɛʔ
9339	WakungKwaeChaung-A	tiger	tə.kɛʔ
9340	WakungLwinpuTaung-A	tiger	tə.kɛʔ
9341	MrusaDakKthiHl-A	tiger	kə.sɑ
9342	AsangLamoitong-A	tiger	t̪ə.kai
9343	Zotung-A	tiger	kɛ.po
9344	HakhaHakhaTown-A	tiger	sə.ke
9345	Mara-A	tiger	tʃə.ki
9346	Zophei-A	tiger	tʃə.ke
34106	TaungthaWethet-T-1	to ascend	kɑi
34107	TaungthaThanpuya-T-2	to ascend	ʔɑ.kɑ
34108	TaungthaKyarOoYin-T-3	to ascend	kɑi
34109	TaungthaYeShin-T-4	to ascend	kɑi
34110	MaraNgaphaipi-T-6	to ascend	ʔɑ.kɛi
34111	MaraLailenpi-T-5	to ascend	ʔɑ.kɛi
34112	ThaiphumRengkheng-T-7	to ascend	lɯn
34113	BawmBahungTaung-T-8	to ascend	kɑi
34114	AshoKokanTan-A-1	to ascend	kɔi
34115	AshoPadekyawt-A-2	to ascend	ko
34116	AshoPadar-A-3	to ascend	kɔ.ʔɔ
34117	AshoSalu-A-4	to ascend	kɔi
34118	AshoTarye-A-5	to ascend	kɔi
34119	AshoKankawTaung-A-6	to ascend	ko
34120	AshoJatetaw-A-7	to ascend	kɔi
34121	AshoShinsawPyin-A-8	to ascend	kʷɔi
34122	AshoKhamaungShaeTaing-A-9	to ascend	kɔi
34123	AshoSaryeKwin-A-10	to ascend	kɔi
34124	AshoLinde-A-11	to ascend	kɔi
34125	AshoTayPhyu-A-13	to ascend	kʷɔi
34126	TaungthaMie-U-1	to ascend	kɑi
34127	UppuBuddhagarma-U-2	to ascend	ʔ.kɔi
34128	UppuKhaingzi-U-3	to ascend	ʔ.kʷɔi
34129	UppuChinLetmon-U-4	to ascend	ʔ.kʷɔi
34130	UppuKyinDwe-U-5	to ascend	ʔ.kʷɔi
34131	UppuYan-U-6	to ascend	kʷɔi
34132	UppuNatkyi-U-7	to ascend	kʷɔi
34133	MayinnOwnwa-U-9	to ascend	k.kʷɔi.ɡɑ/kʰə.ɡɑ
34134	LonpawKhoimalaung-U-9	to ascend	ʔ.kʷɔi.jɑ
34135	MinkyaChi-U-10	to ascend	k.kʷən
34136	DoituHetsawlay-U-11	to ascend	ʔ.kɔi
34137	LaituKhuasung-U-12	to ascend	ʔ.kɔi
34138	LaituZaingchaung-U-13	to ascend	ʔ.kɔi
34139	LaituKruChaung-U-14	to ascend	ʔ.kɔi
34140	EkaiDaletYwaHaung-D-1	to ascend	ɑ.kɔi
34141	KhulaiAyeChaungKwanwa-D-5	to ascend	ɑ.kɔi
34142	DaituNyaungChaungYwa-D-4	to ascend	ɑ.kɔi
34143	KhamawLakeKone-D-2	to ascend	kɔi.hɯ
34144	SaingbongAyoTaung-D-3	to ascend	kɔi
34145	SaingbongAnnChaungYonChaung-A	to ascend	kɔi.e
34146	UppuKhaici-A	to ascend	(ʔɑ) kɔi
34147	LaisawThuHtayKung-A	to ascend	ʔɑ.tɑɱ
34148	LaisawMraukUTown-A	to ascend	ʔɑ.tɑɱ
34149	SonglaiHettui8KarchaungHettui-A	to ascend	kɑik ki
34150	SonglaiMaungUmSong1MaungUmSong-A	to ascend	kɑik ti
34151	SonglaiLai2PyinLoneKyiLai-A	to ascend	kuɑi
34152	SonglaiDoitu9MaungYwaDoitu-A	to ascend	kɒi
34153	LaituKongtuHteinpin-A	to ascend	[ʔɑ] kɔi
34154	LaituSangkai-A	to ascend	(ʔɑ) kɑi
34155	LaituKaikyi-A	to ascend	(ʔɑ) kɔi
34156	Laitu-A	to ascend	(ʔɑ) kɔi
34157	LaituAhongdong-A	to ascend	(ʔɑ) kɔi
34158	LaituNyuanNetKhwahsung-A	to ascend	(ʔɑ) kʷɑi
34159	LaituPharpyaw-A	to ascend	(ʔɑ) kɔi
34160	LaituPheithapyin-A	to ascend	(ʔɑ) kɔi
34161	SumtuDookkan-A	to ascend	(ʔɑ) kɔi
34162	NggaKantthayung-A	to ascend	kɑi kɨ
34163	NggaHlaLawngPang-A	to ascend	kai kɨ
34164	KaangKruk-A	to ascend	kɑi kɨ
34165	ChangpyangChangPyang-A	to ascend	lɨi ʔɨn
34166	DaaiTuisip-A	to ascend	kɑi hɨ
34167	DaaiAmsoi-A	to ascend	kɑi hɑ
34168	DaaiKalim-A	to ascend	lɨ
34169	DaaiKaangKhinphong-A	to ascend	kɑi kɨ
34170	DaaiLowerKheng-A	to ascend	kɑi ki
34171	DaaiMartu-A	to ascend	kɐi kʰɨ
34172	DaaiRung-A	to ascend	ʔɑ k.kɐi
34173	DaaiLingtuiLungtui-A	to ascend	ʔɑ k.pɛk
34174	DaaiAwisi-A	to ascend	ʔɑ k.kɔi
34175	DaaiNgxang5HungNghang-A	to ascend	ʔɑ kɐi
34176	DaaiNgxang6KhengsanuNghang-A	to ascend	kɐi
34177	DaaiNgxang7HmungtunuNghang-A	to ascend	kɑi ki
34178	DaaiYet3BuchaungwaYet-A	to ascend	kɔt tʃi (tree), ŋ.ɣɑk ki (mountain)
34179	DaaiYetHettui4MawsungkyiYet-A	to ascend	kɑik ti
34180	DaarYinduLontung-A	to ascend	kɑ k.ti
34181	DaarYinduMsatui-A	to ascend	kɑi k.ti
34182	DaaiTuili-A	to ascend	kɑi ki
34183	DaaiMkuiimnu-A	to ascend	kɑi ki
34184	DaaiBantoi-A	to ascend	kɑi ki
34185	DaaiDuk-A	to ascend	kɑi ki
34186	DaaiNghngiloor-A	to ascend	kɑi k.ti
34187	RawngtuWeilong-A	to ascend	kɑi tɨ
34188	RawngtuKyawnNam-A	to ascend	kɑi tɑ
34189	RawngtuBoishi-A	to ascend	lɨi kʰɨ
34190	RawngtuRamtim-A	to ascend	lɨi kʰɨ
34191	MatuPhaneng-A	to ascend	jəŋ
34192	MroKhimiAreong10KyaGaungvillageMrokhami-A	to ascend	pɔ diʔ
34193	AreongKuwa-A	to ascend	pɔ
34194	AreongKhuHlaing-A	to ascend	pɔ
34195	xenaAgYa-A	to ascend	pɔ
34196	XangtauNgaYoukKaing-A	to ascend	pɔ
34197	WakungAwaPyin-A	to ascend	pɔ.dɛ
34198	WakungMarlar-A	to ascend	pɔ.dɛ
34199	WakungMyaTay-A	to ascend	pɔ.dɛ
34200	WakungKwaeChaung-A	to ascend	pɔ.dɛ
34201	WakungLwinpuTaung-A	to ascend	pɔ.dɛ
34202	MrusaDakKthiHl-A	to ascend	sʰɛ.kə.lɑŋ
34203	AsangLamoitong-A	to ascend	pɘːt̪ak
34204	Zotung-A	to ascend	kɛ
34205	HakhaHakhaTown-A	to ascend	ʔɑ.kɑi
34206	Mara-A	to ascend	ʔɑ.kei
34207	Zophei-A	to ascend	ʔɑ.kɑi
10287	TaungthaWethet-T-1	to bark	sʰuŋ
10288	TaungthaThanpuya-T-2	to bark	ʔɑ.sʰuŋ
10289	TaungthaKyarOoYin-T-3	to bark	sʰuŋ
10290	TaungthaYeShin-T-4	to bark	ʔɑ.ʃuŋ
10291	MaraNgaphaipi-T-6	to bark	ŋə
10292	MaraLailenpi-T-5	to bark	ʔɑ.tʃʰɔŋ
10293	ThaiphumRengkheng-T-7	to bark	rɑ.ʔuʔ
10294	BawmBahungTaung-T-8	to bark	ʔɑu
10295	AshoKokanTan-A-1	to bark	nɑu.kə
10296	AshoPadekyawt-A-2	to bark	nɑu.ʔə
10297	AshoPadar-A-3	to bark	nɑu.kə
10298	AshoSalu-A-4	to bark	nɑu.kə
10299	AshoTarye-A-5	to bark	nɑu.kə
10300	AshoKankawTaung-A-6	to bark	nɑu.kə
10301	AshoJatetaw-A-7	to bark	nɑu.kə
10302	AshoShinsawPyin-A-8	to bark	nɑu.kə
10303	AshoKhamaungShaeTaing-A-9	to bark	ʔɑ.nɑu.kə
10304	AshoSaryeKwin-A-10	to bark	nɑu.kə
10305	AshoLinde-A-11	to bark	nɑu.kə
10306	AshoTayPhyu-A-13	to bark	nɑu.kə
10307	TaungthaMie-U-1	to bark	sʰu.ŋe
10308	UppuBuddhagarma-U-2	to bark	ʔ.mə.noʔ
10309	UppuKhaingzi-U-3	to bark	ʔ.mə.nɑu.ke
10310	UppuChinLetmon-U-4	to bark	ʔ.nɑu.ke
10311	UppuKyinDwe-U-5	to bark	ʔ.mə.nɑu.ke
10312	UppuYan-U-6	to bark	no
10313	UppuNatkyi-U-7	to bark	n̥o
10314	MayinnOwnwa-U-9	to bark	ʔ.n̥ɑ.ʔ.ɡɑ
10315	LonpawKhoimalaung-U-9	to bark	n̥ɑ.ʔɑu.ɡɑ
10316	MinkyaChi-U-10	to bark	ɳɑ.ʔɑu
10317	DoituHetsawlay-U-11	to bark	ʔ.nɔ.ʔe
10318	LaituKhuasung-U-12	to bark	ʔ.n̥ɑʔ
10319	LaituZaingchaung-U-13	to bark	ʔ.nɑ.ke
10320	LaituKruChaung-U-14	to bark	ʔ.nɔ
10321	EkaiDaletYwaHaung-D-1	to bark	ɑ.hno
10322	KhulaiAyeChaungKwanwa-D-5	to bark	ɑ.hno
10323	DaituNyaungChaungYwa-D-4	to bark	ɑ.hno.i
10324	KhamawLakeKone-D-2	to bark	hno.kʰə
10325	SaingbongAyoTaung-D-3	to bark	hno.kʰə
10326	SaingbongAnnChaungYonChaung-A	to bark	hnɑ.kə
10327	UppuKhaici-A	to bark	ᵐnɔk
10328	LaisawThuHtayKung-A	to bark	Ɂɑ.nɔ
10329	LaisawMraukUTown-A	to bark	Ɂɑ.nɔ
10330	HyowKongtuBoroKukyachariinRajasthali-A	to bark	ɔkɔ
10331	HyowLaituGhungurumukParainBandarban-A	to bark	ɔkːɔ
10332	SonglaiHettui8KarchaungHettui-A	to bark	ʔɑ nɑk
10333	SonglaiMaungUmSong1MaungUmSong-A	to bark	nɑk
10334	SonglaiLai2PyinLoneKyiLai-A	to bark	nɑk.ke
10335	SonglaiDoitu9MaungYwaDoitu-A	to bark	ʔɑ nɑk
10336	LaituKongtuHteinpin-A	to bark	[ʔɑ] nɑk ʔe
10337	LaituSangkai-A	to bark	nɑk (e)
10338	LaituKaikyi-A	to bark	(ʔɑ) (n̥ɔʔ/) n̥ɑk
10339	Laitu-A	to bark	(ʔɑ) n̥oʔ
10340	LaituAhongdong-A	to bark	(ʔɑ) n̥ɔʔ
10341	LaituNyuanNetKhwahsung-A	to bark	(ʔɑ) nɔʔ
10342	LaituPharpyaw-A	to bark	(ʔɑ) n̥ɔʔ
10343	LaituPheithapyin-A	to bark	(ʔɑ) n̥ɔʔ
10344	SumtuDookkan-A	to bark	(ʔɑ) ᵐn̥ɔ
10345	NggaKantthayung-A	to bark	nɑk kɨ
10346	NggaHlaLawngPang-A	to bark	nɑk kɨ
10347	KaangKruk-A	to bark	nɑk kɨ
10348	ChangpyangChangPyang-A	to bark	nɑk ʔɨn
10349	DaaiTuisip-A	to bark	ʔəuʔ
10350	DaaiAmsoi-A	to bark	ʔəuʔ
10351	DaaiKalim-A	to bark	nɑk
10352	DaaiKaangKhinphong-A	to bark	nɑ kɨ
10353	DaaiLowerKheng-A	to bark	nɑ kɨ
10354	DaaiMartu-A	to bark	ʔəŋ kʰɨ
10355	DaaiRung-A	to bark	ʔɑ ʔəŋ
10356	DaaiLingtuiLungtui-A	to bark	ʔɑ ʔək
10357	DaaiAwisi-A	to bark	ʔɑ ʔəŋ
10358	DaaiNgxang5HungNghang-A	to bark	ʔək ki
10359	DaaiNgxang6KhengsanuNghang-A	to bark	ɣəʔ ki
10360	DaaiNgxang7HmungtunuNghang-A	to bark	ɣəʔ(k) ti
10361	DaaiYet3BuchaungwaYet-A	to bark	nɑk ki
10362	DaaiYetHettui4MawsungkyiYet-A	to bark	nɑk ki (bark at), ŋ.ʔək ki (to be barking)
10363	DaarYinduLontung-A	to bark	nɑ k.ti
10364	DaarYinduMsatui-A	to bark	nɑ k.ti
10365	DaaiTuili-A	to bark	ɣə ki
10366	DaaiMkuiimnu-A	to bark	jəɨʔ ki
10367	DaaiBantoi-A	to bark	ɣəi ki
10368	DaaiDuk-A	to bark	ɣəɨ ki
10369	DaaiNghngiloor-A	to bark	ɣəi k.ti
10370	RawngtuWeilong-A	to bark	nɑk tɨ
10371	RawngtuKyawnNam-A	to bark	ʔəu tɑ
10372	RawngtuBoishi-A	to bark	nɑk kʰɨ
10373	RawngtuRamtim-A	to bark	nɑk kʰɨ
10374	MatuPhaneng-A	to bark	ʔɑ nɑk
10375	MroKhimiAreong10KyaGaungvillageMrokhami-A	to bark	ʔɑ ʔək
10376	AreongKuwa-A	to bark	nɑ.diʔ
10377	AreongKhuHlaing-A	to bark	ho.diʔ
10378	xenaAgYa-A	to bark	hou.diʔ
10379	XangtauNgaYoukKaing-A	to bark	hou.diʔ
10380	WakungAwaPyin-A	to bark	nɑʔ.dɛ
10381	WakungMarlar-A	to bark	nɑʔ.dɛ
10382	WakungMyaTay-A	to bark	nɑʔ.dɛ
10383	WakungKwaeChaung-A	to bark	nɑʔ.dɛ
